identifier,image_path,asy_path,function_type
ellipse_h-0.32_k1.49_a3.35_b2.92,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.32_k1.49_a3.35_b2.92.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.32_k1.49_a3.35_b2.92.asy,ellipse
ellipse_h0.12_k0.74_a2.47_b2.33,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.12_k0.74_a2.47_b2.33.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.12_k0.74_a2.47_b2.33.asy,ellipse
ellipse_h0.3_k0.84_a3.72_b2.77,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.3_k0.84_a3.72_b2.77.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.3_k0.84_a3.72_b2.77.asy,ellipse
ellipse_h-1.4_k-0.7_a1.95_b2.65,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.4_k-0.7_a1.95_b2.65.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-1.4_k-0.7_a1.95_b2.65.asy,ellipse
ellipse_h0.01_k-1.05_a1.58_b2.23,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.01_k-1.05_a1.58_b2.23.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.01_k-1.05_a1.58_b2.23.asy,ellipse
ellipse_h-0.37_k0.86_a3.1_b2.96,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.37_k0.86_a3.1_b2.96.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.37_k0.86_a3.1_b2.96.asy,ellipse
ellipse_h-0.33_k-1.47_a3.32_b1.09,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.33_k-1.47_a3.32_b1.09.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.33_k-1.47_a3.32_b1.09.asy,ellipse
ellipse_h-0.69_k0.74_a2.65_b1.93,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.69_k0.74_a2.65_b1.93.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h-0.69_k0.74_a2.65_b1.93.asy,ellipse
ellipse_h0.95_k1.13_a3.09_b1.32,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.95_k1.13_a3.09_b1.32.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/ellipse_h0.95_k1.13_a3.09_b1.32.asy,ellipse
hyperbola_t0_h0.84_k-0.97_a1.74_b1.35,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.84_k-0.97_a1.74_b1.35.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.84_k-0.97_a1.74_b1.35.asy,hyperbola
hyperbola_t1_h0.43_k-0.18_a1.08_b1.02,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.43_k-0.18_a1.08_b1.02.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.43_k-0.18_a1.08_b1.02.asy,hyperbola
hyperbola_t1_h0.84_k0.58_a1.33_b1.23,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.84_k0.58_a1.33_b1.23.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.84_k0.58_a1.33_b1.23.asy,hyperbola
hyperbola_t0_h-0.16_k0.13_a1.69_b1.71,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.16_k0.13_a1.69_b1.71.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.16_k0.13_a1.69_b1.71.asy,hyperbola
hyperbola_t0_h0.27_k-0.26_a0.66_b1.66,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.27_k-0.26_a0.66_b1.66.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.27_k-0.26_a0.66_b1.66.asy,hyperbola
hyperbola_t1_h-0.63_k0.65_a1.5_b1.84,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.63_k0.65_a1.5_b1.84.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.63_k0.65_a1.5_b1.84.asy,hyperbola
hyperbola_t0_h0.32_k-0.73_a0.82_b1.35,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.32_k-0.73_a0.82_b1.35.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.32_k-0.73_a0.82_b1.35.asy,hyperbola
hyperbola_t0_h0.57_k-0.93_a1.79_b0.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.57_k-0.93_a1.79_b0.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.57_k-0.93_a1.79_b0.79.asy,hyperbola
hyperbola_t0_h0.15_k0.3_a0.75_b1.87,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.15_k0.3_a0.75_b1.87.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.15_k0.3_a0.75_b1.87.asy,hyperbola
hyperbola_t1_h-0.02_k0.37_a1.67_b1.41,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.02_k0.37_a1.67_b1.41.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.02_k0.37_a1.67_b1.41.asy,hyperbola
hyperbola_t0_h-0.83_k-0.3_a1.91_b0.86,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.83_k-0.3_a1.91_b0.86.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.83_k-0.3_a1.91_b0.86.asy,hyperbola
hyperbola_t0_h0.34_k0.89_a1.68_b1.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.34_k0.89_a1.68_b1.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.34_k0.89_a1.68_b1.53.asy,hyperbola
hyperbola_t1_h0.87_k0.43_a1.16_b1.07,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.87_k0.43_a1.16_b1.07.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.87_k0.43_a1.16_b1.07.asy,hyperbola
hyperbola_t0_h-0.1_k0.02_a0.78_b1.14,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.1_k0.02_a0.78_b1.14.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.1_k0.02_a0.78_b1.14.asy,hyperbola
hyperbola_t0_h0.07_k-0.34_a0.7_b0.99,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.07_k-0.34_a0.7_b0.99.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.07_k-0.34_a0.7_b0.99.asy,hyperbola
hyperbola_t1_h0.67_k-0.42_a1.62_b0.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.67_k-0.42_a1.62_b0.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.67_k-0.42_a1.62_b0.53.asy,hyperbola
hyperbola_t1_h0.27_k0.07_a1.86_b1.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.27_k0.07_a1.86_b1.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.27_k0.07_a1.86_b1.59.asy,hyperbola
hyperbola_t0_h0.51_k0.22_a1.17_b0.62,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.51_k0.22_a1.17_b0.62.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.51_k0.22_a1.17_b0.62.asy,hyperbola
hyperbola_t1_h0.73_k-0.98_a0.93_b1.13,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.73_k-0.98_a0.93_b1.13.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.73_k-0.98_a0.93_b1.13.asy,hyperbola
hyperbola_t0_h-0.81_k0.12_a0.93_b1.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.81_k0.12_a0.93_b1.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.81_k0.12_a0.93_b1.79.asy,hyperbola
hyperbola_t1_h0.29_k0.81_a1.57_b0.69,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.29_k0.81_a1.57_b0.69.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.29_k0.81_a1.57_b0.69.asy,hyperbola
hyperbola_t1_h0.13_k0.75_a1.66_b1.12,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.13_k0.75_a1.66_b1.12.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.13_k0.75_a1.66_b1.12.asy,hyperbola
hyperbola_t0_h0.99_k0.43_a0.96_b0.89,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.99_k0.43_a0.96_b0.89.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.99_k0.43_a0.96_b0.89.asy,hyperbola
hyperbola_t1_h-0.68_k0.83_a1.37_b0.94,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.68_k0.83_a1.37_b0.94.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.68_k0.83_a1.37_b0.94.asy,hyperbola
hyperbola_t0_h-0.36_k0.43_a1.45_b1.21,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.36_k0.43_a1.45_b1.21.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.36_k0.43_a1.45_b1.21.asy,hyperbola
hyperbola_t1_h-0.62_k0.22_a0.77_b1.12,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.62_k0.22_a0.77_b1.12.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.62_k0.22_a0.77_b1.12.asy,hyperbola
hyperbola_t1_h0.9_k0.6_a0.79_b0.67,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.9_k0.6_a0.79_b0.67.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.9_k0.6_a0.79_b0.67.asy,hyperbola
hyperbola_t0_h-0.26_k0.45_a0.75_b1.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.26_k0.45_a0.75_b1.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.26_k0.45_a0.75_b1.39.asy,hyperbola
hyperbola_t0_h-0.45_k-0.78_a1.26_b0.86,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.45_k-0.78_a1.26_b0.86.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.45_k-0.78_a1.26_b0.86.asy,hyperbola
hyperbola_t1_h-0.09_k0.7_a1.96_b0.83,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.09_k0.7_a1.96_b0.83.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.09_k0.7_a1.96_b0.83.asy,hyperbola
hyperbola_t1_h-0.45_k0.04_a0.55_b1.27,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.45_k0.04_a0.55_b1.27.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.45_k0.04_a0.55_b1.27.asy,hyperbola
hyperbola_t0_h-0.79_k0.55_a1.04_b1.46,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.79_k0.55_a1.04_b1.46.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.79_k0.55_a1.04_b1.46.asy,hyperbola
hyperbola_t0_h0.56_k-0.56_a1.53_b0.86,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.56_k-0.56_a1.53_b0.86.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.56_k-0.56_a1.53_b0.86.asy,hyperbola
hyperbola_t1_h-0.36_k-0.02_a1.43_b0.68,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.36_k-0.02_a1.43_b0.68.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.36_k-0.02_a1.43_b0.68.asy,hyperbola
hyperbola_t1_h-0.69_k0.19_a1.2_b1.48,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.69_k0.19_a1.2_b1.48.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.69_k0.19_a1.2_b1.48.asy,hyperbola
hyperbola_t1_h0.65_k-0.19_a1.5_b1.85,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.65_k-0.19_a1.5_b1.85.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.65_k-0.19_a1.5_b1.85.asy,hyperbola
hyperbola_t1_h-0.46_k0.57_a1.86_b0.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.46_k0.57_a1.86_b0.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.46_k0.57_a1.86_b0.98.asy,hyperbola
hyperbola_t1_h0.15_k0.28_a0.58_b0.56,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.15_k0.28_a0.58_b0.56.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.15_k0.28_a0.58_b0.56.asy,hyperbola
hyperbola_t1_h0.44_k0.64_a1.17_b1.13,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.44_k0.64_a1.17_b1.13.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.44_k0.64_a1.17_b1.13.asy,hyperbola
hyperbola_t1_h0.87_k-0.99_a0.92_b1.48,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.87_k-0.99_a0.92_b1.48.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.87_k-0.99_a0.92_b1.48.asy,hyperbola
hyperbola_t0_h-0.42_k-0.14_a1.44_b1.55,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.42_k-0.14_a1.44_b1.55.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.42_k-0.14_a1.44_b1.55.asy,hyperbola
hyperbola_t1_h-0.49_k0.68_a0.9_b1.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.49_k0.68_a0.9_b1.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.49_k0.68_a0.9_b1.04.asy,hyperbola
hyperbola_t1_h0.59_k-0.18_a0.53_b0.87,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.59_k-0.18_a0.53_b0.87.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.59_k-0.18_a0.53_b0.87.asy,hyperbola
hyperbola_t1_h-0.29_k0.31_a1.15_b1.94,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.29_k0.31_a1.15_b1.94.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.29_k0.31_a1.15_b1.94.asy,hyperbola
hyperbola_t1_h-0.79_k-0.54_a1.63_b1.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.79_k-0.54_a1.63_b1.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.79_k-0.54_a1.63_b1.16.asy,hyperbola
hyperbola_t0_h0.81_k0.18_a1.78_b1.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.81_k0.18_a1.78_b1.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.81_k0.18_a1.78_b1.39.asy,hyperbola
hyperbola_t1_h0.11_k0.49_a1.83_b1.84,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.11_k0.49_a1.83_b1.84.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.11_k0.49_a1.83_b1.84.asy,hyperbola
hyperbola_t1_h0.06_k0.72_a0.91_b1.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.06_k0.72_a0.91_b1.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.06_k0.72_a0.91_b1.3.asy,hyperbola
hyperbola_t1_h0.39_k0.65_a1.38_b1.42,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.39_k0.65_a1.38_b1.42.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.39_k0.65_a1.38_b1.42.asy,hyperbola
hyperbola_t0_h0.09_k-0.3_a1.21_b1.47,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.09_k-0.3_a1.21_b1.47.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.09_k-0.3_a1.21_b1.47.asy,hyperbola
hyperbola_t1_h0.23_k0.56_a1.37_b1.58,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.23_k0.56_a1.37_b1.58.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.23_k0.56_a1.37_b1.58.asy,hyperbola
hyperbola_t0_h0.45_k0.16_a1.23_b1.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.45_k0.16_a1.23_b1.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.45_k0.16_a1.23_b1.59.asy,hyperbola
hyperbola_t0_h0.68_k-0.43_a0.91_b0.74,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.68_k-0.43_a0.91_b0.74.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.68_k-0.43_a0.91_b0.74.asy,hyperbola
hyperbola_t1_h-0.74_k-0.59_a1.25_b1.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.74_k-0.59_a1.25_b1.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.74_k-0.59_a1.25_b1.16.asy,hyperbola
hyperbola_t0_h0.05_k0.4_a1.0_b1.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.05_k0.4_a1.0_b1.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.05_k0.4_a1.0_b1.98.asy,hyperbola
hyperbola_t0_h0.66_k-0.68_a0.54_b1.01,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.66_k-0.68_a0.54_b1.01.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.66_k-0.68_a0.54_b1.01.asy,hyperbola
hyperbola_t1_h-0.56_k0.88_a1.79_b1.64,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.56_k0.88_a1.79_b1.64.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.56_k0.88_a1.79_b1.64.asy,hyperbola
hyperbola_t1_h0.04_k-0.85_a1.56_b1.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.04_k-0.85_a1.56_b1.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.04_k-0.85_a1.56_b1.22.asy,hyperbola
hyperbola_t0_h0.67_k0.43_a1.74_b0.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.67_k0.43_a1.74_b0.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.67_k0.43_a1.74_b0.59.asy,hyperbola
hyperbola_t1_h-0.47_k-0.61_a0.72_b1.44,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.47_k-0.61_a0.72_b1.44.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.47_k-0.61_a0.72_b1.44.asy,hyperbola
hyperbola_t0_h-0.47_k0.19_a1.05_b1.8,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.47_k0.19_a1.05_b1.8.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.47_k0.19_a1.05_b1.8.asy,hyperbola
hyperbola_t1_h0.63_k-0.09_a1.97_b1.36,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.63_k-0.09_a1.97_b1.36.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.63_k-0.09_a1.97_b1.36.asy,hyperbola
hyperbola_t0_h0.93_k-0.75_a1.81_b1.31,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.93_k-0.75_a1.81_b1.31.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.93_k-0.75_a1.81_b1.31.asy,hyperbola
hyperbola_t0_h0.6_k0.6_a0.77_b1.09,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.6_k0.6_a0.77_b1.09.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.6_k0.6_a0.77_b1.09.asy,hyperbola
hyperbola_t1_h0.65_k0.95_a1.97_b0.64,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.65_k0.95_a1.97_b0.64.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.65_k0.95_a1.97_b0.64.asy,hyperbola
hyperbola_t0_h-0.94_k0.92_a1.2_b0.7,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.94_k0.92_a1.2_b0.7.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.94_k0.92_a1.2_b0.7.asy,hyperbola
hyperbola_t1_h0.26_k0.43_a1.95_b1.29,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.26_k0.43_a1.95_b1.29.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.26_k0.43_a1.95_b1.29.asy,hyperbola
hyperbola_t1_h0.25_k-0.35_a1.64_b1.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.25_k-0.35_a1.64_b1.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.25_k-0.35_a1.64_b1.16.asy,hyperbola
hyperbola_t0_h0.04_k0.24_a0.83_b0.7,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.04_k0.24_a0.83_b0.7.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.04_k0.24_a0.83_b0.7.asy,hyperbola
hyperbola_t0_h-0.78_k0.23_a0.98_b1.54,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.78_k0.23_a0.98_b1.54.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.78_k0.23_a0.98_b1.54.asy,hyperbola
hyperbola_t0_h0.5_k-0.01_a0.76_b0.74,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.5_k-0.01_a0.76_b0.74.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h0.5_k-0.01_a0.76_b0.74.asy,hyperbola
hyperbola_t1_h0.45_k0.9_a1.9_b0.58,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.45_k0.9_a1.9_b0.58.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h0.45_k0.9_a1.9_b0.58.asy,hyperbola
hyperbola_t1_h-0.99_k-0.47_a1.88_b0.92,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.99_k-0.47_a1.88_b0.92.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t1_h-0.99_k-0.47_a1.88_b0.92.asy,hyperbola
hyperbola_t0_h-0.87_k-0.44_a0.56_b1.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.87_k-0.44_a0.56_b1.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.87_k-0.44_a0.56_b1.34.asy,hyperbola
hyperbola_t0_h-0.06_k-0.47_a0.98_b1.21,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.06_k-0.47_a0.98_b1.21.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/hyperbola_t0_h-0.06_k-0.47_a0.98_b1.21.asy,hyperbola
